beta0,gamma,q_rate,q_scale,ve_s,ve_t,ve_l,v_cov_s,v_cov_t,v_cov_l,season_amp,mask_u,vent_u,online_u,club_u,disinfect_u,R_eff
0.1399389708240405,0.28323699436119376,0.23028606409215124,1.2996937396343897,0.5966037502002253,0.24038323193746755,0.2503888227554441,0.36155643216358385,0.3758087445892841,0.5301874008670935,0.3141255407326241,0.9491856550314143,0.4045968235694397,0.7745491589343024,0.9974038713973578,0.09648359795123802,0.41578401952859156
0.24911485537914582,0.11357661290738551,0.14115271256611478,2.2402405323926757,0.4004647335086362,0.445744088380157,0.4842050251877654,0.3112697202257056,0.19987698212755195,0.39521934639131134,0.14620190197093552,0.13965224028236414,0.9075151573726201,0.31978816971569496,0.09028623599330121,0.008349715790568807,1.6653318901019207
0.37043646079059805,0.18778353708577833,0.09109225848009568,1.6499891025368638,0.29850060906324805,0.5006924131133382,0.34223612699858263,0.10676942721460522,0.08004922248124229,0.40700751406307767,0.23596735530192323,0.1898955015779241,0.008444626669449826,0.8896898507441419,0.0971090904908644,0.652998433900595,2.486575131846506
0.3589005954389996,0.18603246564820924,0.24368395288495975,2.8126101515110378,0.40653164160806177,0.3931178961144528,0.4272897796262167,0.29121813074646546,0.3983389453589175,0.05901346095453633,0.15515345015557785,0.8747674217544867,0.24168221759282393,0.033382491489671096,0.9710178198307625,0.5720464862104615,1.233980503257151
0.36604115631319356,0.22701969470352337,0.2919367204524851,1.137295377566553,0.264105818727105,0.43118874620075764,0.28414441855297,0.2974540982877769,0.1576156101355909,0.09722679826616315,0.14849414536813987,0.5827542097170918,0.7858687574403704,0.10804553423564574,0.8553439556435756,0.3573978187860633,1.3355100776933897
0.3270561513346294,0.16308023847310538,0.212019490360998,1.2119118664743334,0.5456754924930907,0.21175619716431965,0.4613885910688492,0.2553191198800743,0.2641021901983375,0.2583474925717838,0.23814633616018885,0.25915424411327337,0.6705249428965856,0.21282086954470822,0.8391185512398641,0.4688387306248553,1.587840117672072
0.17398910364791845,0.20787162107065088,0.11491416679258437,2.654175181112997,0.37233300379056933,0.3433539926569394,0.4490681457626892,0.41907271098903703,0.5133265906932718,0.09408536211150277,0.15392706773646656,0.08699446422290796,0.08880024223197694,0.5850903269639083,0.797027093879172,0.5450455701911588,0.8483278161344687
0.15253650313815603,0.10274390448289018,0.27953606916338286,2.4873266768676645,0.4499855219600785,0.4939485039565538,0.23418542556328736,0.5256949365558946,0.5592021017674345,0.2527110160001296,0.31786909505259464,0.8261200873452592,0.27881457842726165,0.36685305139458213,0.7205911122109891,0.6598611760438348,0.4293966679343689
0.341863885302498,0.20538987439415718,0.21390780953180105,2.6245081926852203,0.2656609309739757,0.44280310510527077,0.4805063748850491,0.3912344510379792,0.49453811132753606,0.3419333514815831,0.2798159197822786,0.8468568630564399,0.5235053588832409,0.042641705031055875,0.03684863016642142,0.6261615222603837,1.399197428208982
0.1556206351299232,0.16664214081569959,0.19495109326108567,1.1511925927185305,0.4879605697295962,0.2921586153398373,0.3387537603894785,0.3890344067466821,0.43403576972920094,0.18812931314981401,0.19246466036182847,0.5976313871118535,0.6917594010760238,0.6158236375431193,0.914609796618046,0.23946587082750095,0.6181836689663128
0.1630581783289021,0.2625203874250177,0.12960620074253015,1.2980307580138146,0.304977927730181,0.4766933784379828,0.5200823703975999,0.44651301418372374,0.0789587991405625,0.052886211694603516,0.19415513443662968,0.9916108749402948,0.759702951343652,0.6388449378537064,0.45420270245903427,0.10900468954016126,0.7527140412517642
0.3757029791263315,0.12805336618909746,0.1200636151667509,1.48472465019498,0.4793981110638377,0.509482215092613,0.2626749303570995,0.36861944601728114,0.36423876502657926,0.13062542763756968,0.3014789188275093,0.8522247632519483,0.9892879674356745,0.28055978746600474,0.8690544560004321,0.004315520296184695,2.751714428226427
0.2567835409074989,0.1703687358682742,0.08048399686045418,2.7922815026134553,0.5791616773100162,0.46084294217252847,0.3873234602298907,0.4327966418675617,0.1360970263336679,0.5707644768009662,0.3026572771286191,0.786057574064261,0.929497178737332,0.3599125258925622,0.9922376014296654,0.684006629433138,1.5320619127174333
0.2459022749999354,0.18991030436537043,0.24013122303678003,1.9856384602519972,0.49981432442414464,0.23314640370655706,0.4981121120943509,0.38646215384395016,0.5821378700286888,0.10583065055481802,0.2683585160031261,0.3015499994183451,0.845786599280049,0.7796970802368928,0.30104692305776526,0.15715529130340256,0.7556517554708195
0.35418429001361373,0.2325828762435272,0.13573883849072,2.6279118277297973,0.5099828641683615,0.3109151335040516,0.38470909404067877,0.5844457423029746,0.29468614158236756,0.2510411640724986,0.1094874270393342,0.5460692645901373,0.6317487805213177,0.6583624007440045,0.7384046006881375,0.044708099632060704,1.21092152196747
0.3292576199973048,0.19390541686974988,0.16532578097638354,2.7117186106513222,0.3979612310878926,0.45361631660334834,0.36894247289465737,0.19038111230246635,0.13746253848538437,0.12842216399237416,0.28943807900811463,0.48824453671065826,0.661446682255503,0.10628390144424245,0.8432148457026437,0.7069797879886404,1.6622253872039114
0.3678468853547527,0.17897664897079577,0.11729292187584131,1.991835996994715,0.38116261973732435,0.3150499954922169,0.2127354013865188,0.11930833434491624,0.4604414881716946,0.3995358450136188,0.25221479693632,0.21203162962363176,0.5081085947665273,0.5188405953509713,0.5033789288142456,0.06731706685151241,2.6615372716555363
0.15473587412770207,0.14923351619922248,0.14678440313350036,2.6676976990430434,0.5533275109868778,0.5345390880103378,0.31242545800544197,0.18727691033997207,0.5974582555524796,0.3820587797498254,0.11574576490198793,0.9108021782518859,0.2950716237093973,0.4617614996483421,0.8519454689161161,0.8831038411182216,0.6261442922765629
0.21870780125178652,0.2732792154623538,0.1567453036055708,2.264831175507661,0.4414357192799001,0.532104346228579,0.43294208022274727,0.3395343878200176,0.1145468502712722,0.4230932290333589,0.1493632435451517,0.11550171134044251,0.9199703557480987,0.987790909907631,0.8868638721549923,0.6193804372025521,0.6662549510871759
0.19273448657668502,0.2882122660785523,0.1678689025768384,1.7673942343212854,0.522071752802747,0.34918252226887087,0.42928891835210053,0.4206600459035475,0.09479766087655621,0.3511701882614655,0.13700395270722604,0.019668938999207478,0.22256584651488082,0.11347990556074315,0.5766421726483317,0.9497978777162426,0.6936076086855731
0.2719090981984501,0.17541591318324282,0.09180059736464327,2.436367533532967,0.5835129425136634,0.3775292609773654,0.4694263909633598,0.4342075528808754,0.48311176147334484,0.213979159643283,0.277319511238195,0.13560274197497738,0.035032497244395264,0.7183135820932522,0.31421438750777,0.4828184821418467,1.5491741991764205
0.2529338936687263,0.22352302725007456,0.2782535359242259,2.0790240827048465,0.40934818917404714,0.32453658932311086,0.42482824744116643,0.20647135719356363,0.4640259187243988,0.5114178970243372,0.13004340731247474,0.3293999664925959,0.727030299878925,0.4246925691022108,0.4147526751881053,0.7204510854753843,0.6831392378277436
0.13648838692106413,0.13348856818996246,0.2948861237872844,2.1614955256348845,0.3331592472808927,0.5493673577177585,0.30578398196060097,0.16166530040515958,0.2776922479373845,0.5949176098500956,0.1792081156379342,0.603849896643833,0.653393356196599,0.48812634527475224,0.6140791426452326,0.3456949337290422,0.4244080101090814
0.21522155830121628,0.15375388816024316,0.20948204181059377,1.3894409987709744,0.39251043535525865,0.3004569327498228,0.38194645965891505,0.5149404183617202,0.3407951139403899,0.3800197151489334,0.1454004280956828,0.5164711465901572,0.16817762024989386,0.24185237377580468,0.2679634906627572,0.0524511061889408,1.0420905063003318
0.15872462984272984,0.13419470622020968,0.24838768412129425,2.280355131435794,0.5073811792174621,0.43436866004782626,0.21040560164929667,0.5088424462058492,0.16574551201336485,0.21842628959455163,0.15941106124450705,0.5259511251716259,0.6507061148715284,0.17182646650204372,0.37030490078509,0.3221607311163381,0.5288070891342163
0.20703846356297836,0.15601654875453239,0.2547708868905542,1.042595129336442,0.5467120842782953,0.2942829016309945,0.40428500755933017,0.3217004965218319,0.5871922833189338,0.36954884562948287,0.22028752332236884,0.864852469102665,0.34829580166445484,0.830090466529614,0.5152971941480305,0.3468660040309085,0.6556757697790734
0.2359537701573884,0.15226570167113437,0.15272932801200592,2.677903460890784,0.5710771195420654,0.43875669625671554,0.3865479588527079,0.5706198104048043,0.5762625170198391,0.31172300323607777,0.31083840856639594,0.029412248299415217,0.835186569970134,0.6990224952786587,0.27547460250571876,0.5154095305667399,0.8754054881523863
0.1812259135051193,0.10456132880735965,0.14756786484605514,0.8971001321870383,0.382859313689069,0.4032406517206396,0.25961470268964687,0.34894042636251676,0.408227750274481,0.4398314461122539,0.34733012396553986,0.3248767554402962,0.16568143011183362,0.7109027514481564,0.15485436993201737,0.2574740947032439,1.3015689313872887
0.22729876627486267,0.2474973777410033,0.18981837453725126,1.1882179059308517,0.48494201261573927,0.5164529156424227,0.36538658079719316,0.5345942277267692,0.26720652166232006,0.24159021995257307,0.20465291129289132,0.761552504605717,0.7248054092878728,0.40073894163407514,0.9398717774751372,0.548657602902585,0.747564317049483
0.3329423079921659,0.2857356163028889,0.11329337839383216,1.7195940988861573,0.34240246668351587,0.486529514075504,0.373230763581171,0.1735299970566088,0.18970925943062583,0.05019683739109197,0.21515327871039086,0.8701519355122252,0.3628841345002384,0.9450943082986812,0.6197211557412692,0.014596432191518328,1.5851677808466498
